,candidate_id,rt_gs_2,rt_gs_3,rt_gs_4,rt_gs_5,rt_gs_6,rt_gs_7,rt_gs_8,rt_gs_9,rt_gs_10,rt_gs_11,rt_gs_12,rt_gs_13,rt_gs_14,rt_gs_15,rt_gs_16,rt_gs_17,rt_gs_18,rt_gs_19,rt_gs_20,rt_total,gs_1,gs_2,gs_3,gs_4,gs_5,gs_6,gs_7,gs_8,gs_9,gs_10,gs_11,gs_12,gs_13,gs_14,gs_15,gs_16,gs_17,gs_18,gs_19,gs_20,sum_score,gender,home_computer,state,age
593,594,57,45,19,13,24,61,20,69,34,29,35,56,34,16,92,31,13,19,21,688,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,No,TX,42
594,595,16,21,9,17,10,53,12,36,25,25,9,27,8,5,9,18,12,12,6,330,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,NY,37
595,596,24,43,11,10,18,50,18,49,11,49,15,103,11,6,8,21,16,9,6,478,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,Female,Yes,CA,33
596,597,26,26,12,10,18,48,10,56,14,28,16,74,12,5,10,12,9,11,7,404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,NJ,53
597,598,20,21,20,10,22,30,10,38,17,19,13,32,11,5,6,12,5,11,5,307,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,16,Male,Yes,NJ,36
598,599,31,21,13,14,13,60,11,38,13,39,19,42,16,5,9,19,7,11,7,388,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,18,Female,Yes,IN,29
599,600,25,21,17,16,20,38,17,52,18,32,29,54,15,8,14,19,9,15,10,429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,CO,28
600,601,27,23,26,22,17,33,19,99,16,17,16,53,18,11,13,11,14,20,22,477,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,14,Male,No,KS,45
601,602,48,28,21,10,33,59,22,66,18,19,16,63,11,6,14,15,12,10,6,477,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,GA,38
602,603,25,37,20,17,36,102,18,99,14,34,17,51,11,6,15,81,44,14,8,649,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,16,Female,Yes,NC,33
603,604,17,20,8,13,17,25,9,135,12,18,12,30,11,7,7,25,12,13,6,397,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Male,No,MI,27
604,605,30,20,14,13,16,34,15,41,14,19,19,36,12,9,21,15,9,12,9,358,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,PA,33
605,606,25,32,17,22,29,72,17,88,27,33,31,55,17,8,13,43,14,16,15,574,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,OH,60
606,607,15,10,9,21,23,40,14,37,18,47,21,30,19,7,14,25,14,20,15,399,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,17,Male,Yes,WV,37
607,608,13,12,8,12,10,30,9,31,12,36,12,32,10,5,9,16,11,8,5,281,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,16,Female,Yes,UT,23
608,609,20,21,32,8,19,21,14,86,23,31,15,34,36,33,50,15,17,20,7,502,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Female,Yes,PA,33
609,610,63,36,28,33,25,68,20,290,20,26,21,75,19,14,18,33,18,11,15,833,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,CT,45
610,611,20,112,9,12,14,51,11,34,12,19,15,35,10,7,9,30,7,7,7,421,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,WI,28
611,612,29,39,20,25,21,105,19,87,33,59,29,75,15,9,30,70,19,12,68,764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,NJ,63
612,613,25,21,16,16,23,49,24,81,13,31,14,84,21,8,11,15,15,10,18,495,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,Female,Yes,VA,29
613,614,5,7,5,3,8,4,9,28,14,22,12,24,10,5,8,13,8,7,6,198,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,17,Female,No,OH,48
614,615,24,17,9,5,15,26,12,26,17,13,19,32,11,5,7,25,7,8,5,283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,CA,41
615,616,25,19,12,29,16,39,25,49,20,24,14,29,11,16,9,18,8,13,8,384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,FL,28
616,617,33,15,20,15,30,43,24,39,13,14,19,33,14,8,14,23,13,18,8,396,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,8,Male,No,MA,40
617,618,25,16,17,32,20,56,19,5,34,8,31,9,17,4,7,29,17,14,5,365,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,11,Male,Yes,FL,21
618,619,17,22,12,14,15,39,12,45,21,34,14,53,10,6,9,13,33,20,7,396,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,16,Male,No,CA,21
619,620,42,28,16,18,61,20,26,45,29,31,22,35,37,8,18,20,17,32,10,515,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,11,Female,No,PA,64
620,621,30,23,14,14,22,49,23,57,14,28,21,33,15,9,10,24,9,12,8,415,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,No,WI,43
621,622,28,53,8,9,20,47,12,75,10,18,19,39,11,10,13,12,5,8,6,403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,CA,40
622,623,27,20,11,38,16,35,13,46,10,15,14,40,18,5,10,16,10,10,7,361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,PA,38
623,624,14,18,11,13,17,32,19,34,19,14,12,26,12,6,9,17,9,10,7,299,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,12,Female,Yes,CA,28
624,625,26,21,13,56,20,49,9,64,24,25,11,51,15,4,8,17,7,10,6,436,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,15,Female,Yes,OH,29
625,626,32,39,16,34,25,48,15,53,28,27,14,62,20,8,15,17,9,19,9,490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,CA,34
626,627,37,17,11,11,20,47,11,49,14,33,14,53,13,7,7,16,7,11,15,393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,AL,47
627,628,30,27,26,38,23,51,21,82,16,36,28,68,22,8,16,17,14,12,8,543,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,FL,46
628,629,146,18,19,62,14,46,28,56,18,28,15,45,13,9,12,729,8,9,4,1279,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,FL,25
629,630,24,18,9,14,32,58,10,40,21,18,17,31,23,6,7,22,6,12,5,373,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,HI,28
630,631,25,17,10,10,13,42,10,55,18,26,17,29,9,5,9,15,13,12,4,339,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,KS,35
631,632,20,20,17,19,31,16,43,37,15,13,8,31,12,6,9,14,9,16,8,344,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,8,Female,Yes,AZ,24
632,633,18,16,8,9,16,74,13,37,7,52,15,49,34,5,28,21,4,12,5,423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,PA,24
633,634,50,68,22,25,26,69,17,100,49,375,34,107,24,13,22,85,43,30,12,1171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,WA,69
634,635,35,37,12,22,21,463,19,48,22,57,19,48,19,6,10,17,14,17,9,895,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,14,Female,No,CA,46
635,636,14,30,10,7,13,15,7,43,10,12,21,9,6,4,5,11,12,9,4,242,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,16,Male,No,CA,50
636,637,38,22,12,16,27,62,22,45,20,23,20,43,12,8,13,24,9,11,9,436,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,17,Female,Yes,WV,32
637,638,25,63,9,10,20,58,17,47,31,17,13,48,10,5,9,21,5,12,6,426,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,MN,35
638,639,20,22,9,10,14,52,13,173,13,13,12,50,12,4,10,11,6,35,9,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,Male,Yes,MI,26
639,640,30,32,54,37,33,60,22,81,49,41,59,91,21,9,13,23,11,17,10,693,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,17,Female,No,WA,55
640,641,11,25,9,5,38,42,11,38,12,26,11,83,10,4,7,18,5,7,4,366,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,16,Male,Yes,CA,22
641,642,22,21,12,12,15,48,12,39,14,19,11,36,14,5,10,29,8,9,8,344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,VA,54
642,643,19,13,9,7,10,18,7,39,14,27,17,23,10,5,10,16,7,12,6,269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,NJ,36
643,644,28,27,10,12,37,53,14,49,10,43,11,79,10,6,19,36,7,13,7,471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,Yes,TX,28
644,645,31,32,13,14,21,60,22,72,16,53,13,52,18,5,9,19,8,11,6,475,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,18,Female,Yes,IL,34
645,646,86,22,32,16,36,134,17,59,50,47,41,60,16,8,11,18,10,10,11,684,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,AZ,32
646,647,10,19,7,7,11,25,10,31,15,24,14,31,8,5,7,6,4,12,7,253,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,15,Male,Yes,TX,23
647,648,86,34,22,15,50,87,21,60,18,68,20,47,16,9,23,18,25,17,10,646,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Male,No,CA,57
648,649,35,35,13,17,19,65,22,64,33,42,29,80,14,13,10,77,10,17,11,606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,TX,34
649,650,309,181,20,21,91,162,71,190,24,62,16,313,12,4,10,8,8,13,5,1520,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,GA,19
650,651,14,18,10,7,9,33,9,26,13,12,13,24,6,4,7,5,4,10,4,228,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,17,Female,Yes,PA,31
651,652,94,27,45,7,11,30,10,64,19,45,13,26,9,4,13,15,8,10,6,456,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,17,Male,Yes,CA,32
652,653,18,20,11,12,23,36,13,36,13,21,17,36,10,6,9,19,7,10,9,326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,WI,57
653,654,26,24,38,49,46,61,21,80,50,24,16,53,17,6,12,20,19,10,10,582,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,15,Female,No,LA,43
654,655,23,23,9,10,13,38,11,70,16,26,17,41,11,7,11,9,8,8,6,357,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,Male,No,IL,44
655,656,27,16,17,13,17,56,13,49,22,30,12,27,11,7,9,7,9,18,6,366,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,ID,27
656,657,20,15,15,27,14,44,16,47,22,39,13,34,20,4,14,118,9,9,4,484,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,15,Male,Yes,NY,34
657,658,29,24,13,11,22,35,13,62,15,29,18,44,12,8,12,20,15,12,7,401,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,MD,40
658,659,30,106,22,98,46,44,19,59,47,30,14,40,16,5,14,28,23,34,7,682,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,12,Female,No,LA,30
659,660,30,22,15,19,24,54,18,57,15,36,19,36,12,6,14,15,9,35,8,444,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,No,CA,45
660,661,24,26,12,12,19,53,16,110,11,35,41,89,20,5,14,33,10,16,7,553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,FL,43
661,662,31,28,10,12,17,72,28,62,22,57,16,68,39,5,10,21,8,15,7,528,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,MI,25
662,663,45,70,13,11,15,56,17,55,24,39,14,182,19,8,13,54,11,13,8,667,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,16,Female,No,UT,63
663,664,33,87,101,78,24,127,25,209,21,56,22,169,117,7,15,98,11,91,7,1298,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,NY,34
664,665,39,30,20,18,28,57,15,78,14,31,14,48,17,11,19,19,10,13,8,489,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,17,Female,No,MI,50
665,666,30,21,10,12,16,70,18,45,14,32,13,47,11,4,13,22,6,9,5,398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,TX,44
666,667,14,13,14,10,20,29,12,45,11,16,11,29,8,7,7,8,8,11,6,279,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,17,Female,Yes,CA,24
667,668,36,20,9,10,12,59,9,52,23,29,13,55,10,5,9,11,6,9,6,383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,Female,No,FL,37
668,669,33,23,18,16,24,50,20,48,13,24,20,51,20,9,10,23,10,11,7,430,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,NC,39
669,670,27,25,25,22,20,73,18,46,47,34,21,41,18,9,21,25,14,29,68,583,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,17,Female,Yes,FL,35
670,671,21,31,10,11,19,61,14,53,16,35,14,64,12,5,10,19,7,13,8,423,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,FL,36
671,672,20,20,17,12,15,50,13,46,14,58,21,52,15,5,12,23,12,17,7,429,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,16,Female,Yes,NV,24
672,673,26,21,11,17,31,79,12,50,15,59,14,63,18,6,15,24,8,15,6,490,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,MO,36
673,674,23,24,15,13,20,38,12,47,20,33,23,39,12,6,9,18,9,13,9,383,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,17,Female,Yes,MI,30
674,675,24,38,21,12,20,45,17,77,24,64,13,53,12,5,17,37,7,10,6,502,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,WI,28
675,676,28,17,11,12,29,56,12,49,12,13,13,59,12,13,8,9,6,12,7,378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,TX,33
676,677,25,19,14,33,16,69,19,54,26,24,14,69,12,5,7,22,12,13,7,460,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,16,Female,Yes,MD,24
677,678,30,21,11,10,19,50,11,61,17,30,16,43,18,6,7,32,9,13,11,415,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,AL,36
678,679,25,8,7,8,11,29,7,36,14,23,7,32,7,4,7,11,5,6,5,252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,PA,32
679,680,35,37,18,28,12,63,19,43,18,55,13,23,14,7,16,18,13,11,7,450,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,17,Female,No,CA,39
680,681,7,7,6,6,6,9,17,15,20,9,11,24,14,9,11,19,14,11,7,222,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,12,Female,No,WV,41
681,682,43,49,35,29,50,120,53,125,85,62,30,191,43,12,22,69,37,22,27,1104,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,15,Female,No,CA,54
682,683,23,41,23,15,20,62,19,33,26,24,19,36,21,13,11,35,17,20,10,468,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,16,Female,No,FL,49
683,684,44,36,50,32,221,115,18,139,29,45,48,99,14,8,54,148,10,40,11,1161,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,LA,53
684,685,24,35,39,12,28,70,32,95,29,27,29,76,22,6,10,30,16,33,9,622,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,15,Male,No,NY,38
685,686,32,30,15,15,20,61,10,45,26,61,37,64,17,5,13,15,19,30,14,529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,CA,39
686,687,20,26,51,38,38,49,18,47,35,40,19,35,15,9,20,15,10,27,10,522,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,17,Male,No,NM,39
687,688,34,22,13,18,14,58,13,33,12,21,25,44,11,7,9,25,15,14,7,395,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,FL,36
688,689,51,21,36,20,27,46,14,57,19,48,20,51,14,6,10,35,8,19,7,509,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,18,Female,Yes,MA,25
689,690,168,20,35,30,24,75,21,42,25,106,147,53,179,26,10,29,8,10,10,1018,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,17,Female,No,MI,43
690,691,21,23,8,8,38,19,10,30,11,18,10,31,10,4,7,11,5,12,4,280,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,15,Male,Yes,PA,30
691,692,28,24,12,34,18,45,15,74,21,37,15,50,17,7,11,24,9,15,9,465,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,18,Male,No,TN,60
692,693,18,17,14,7,9,25,8,34,9,13,12,31,6,3,11,10,5,12,5,249,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,TX,31
693,694,23,19,10,12,17,24,9,23,11,16,10,27,5,4,9,13,6,11,4,253,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,MD,26
694,695,291,58,53,19,38,74,66,60,18,67,40,130,83,6,282,22,33,17,7,1364,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,Female,No,FL,38
695,696,27,21,13,15,36,56,22,44,17,32,23,116,19,10,26,126,14,14,11,642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,No,IL,52
696,697,14,12,20,10,17,157,14,35,12,16,9,22,128,40,7,10,9,65,5,602,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Female,Yes,AL,34
697,698,54,53,42,60,33,90,21,73,47,66,33,73,22,12,21,32,22,36,13,803,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,16,Female,No,CA,47
698,699,17,26,25,14,30,71,14,45,19,27,16,31,20,7,13,22,12,9,9,427,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,16,Female,No,MO,66
699,700,64,38,28,12,22,16,15,70,20,37,23,33,22,7,10,21,18,10,6,472,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,14,Male,Yes,MI,36
700,701,14,54,12,11,18,33,15,33,19,26,12,22,12,5,8,19,12,8,6,339,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,16,Female,Yes,SC,32
701,702,20,24,22,19,30,55,10,69,27,32,20,33,21,5,14,27,18,13,7,466,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Female,No,WI,60
702,703,25,19,10,9,27,47,11,46,11,16,13,28,13,8,11,11,10,7,23,345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,NJ,60
703,704,29,55,16,23,46,59,20,61,20,39,15,103,33,7,22,23,20,13,9,613,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,16,Male,Yes,NY,34
704,705,56,20,7,16,12,45,29,50,12,22,11,35,19,5,8,27,10,8,5,397,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,18,Female,No,NY,57
705,706,19,25,13,15,28,47,17,46,24,45,20,26,14,9,11,16,9,10,9,403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,CA,54
706,707,47,86,30,20,79,66,22,90,27,44,20,46,17,10,12,26,17,17,32,708,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,13,Male,Yes,NY,27
707,708,69,16,12,19,67,38,40,45,13,31,13,56,15,22,9,24,10,16,6,521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,KS,39
708,709,57,36,24,16,26,91,22,73,27,42,21,82,25,9,16,30,12,15,10,634,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,TX,61
709,710,61,34,14,14,28,62,628,68,15,28,19,50,12,7,13,20,8,11,7,1099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,Male,Yes,GA,31
710,711,97,25,13,12,15,80,10,53,15,19,13,38,14,11,34,39,8,23,11,530,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,Male,No,MI,31
711,712,78,37,59,86,45,21,10,79,9,15,12,55,13,62,20,10,71,27,7,716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,IN,27
712,713,42,35,19,19,62,50,75,54,41,42,12,53,21,5,8,19,12,14,11,594,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,Female,No,FL,59
713,714,28,24,12,9,18,29,8,51,15,27,11,22,8,5,10,26,9,7,4,323,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,17,Female,No,UT,46
714,715,6,8,6,5,7,4,5,37,22,17,15,28,16,7,8,15,9,10,8,233,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,15,Female,No,ME,39
715,716,32,33,20,18,28,64,22,79,25,31,29,84,28,7,14,34,19,18,8,593,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,17,Male,No,NY,31
716,717,29,27,9,16,22,53,15,55,18,37,17,34,9,6,8,16,10,10,6,397,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,15,Female,Yes,NJ,31
717,718,42,28,12,9,13,48,15,45,24,70,23,35,19,10,10,17,9,10,9,448,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,CA,27
718,719,19,67,9,8,18,33,28,43,10,19,11,56,11,5,9,58,8,8,10,430,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,MD,25
719,720,17,20,10,9,14,37,12,39,160,42,22,61,14,4,18,9,5,11,4,508,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,IL,27
720,721,34,35,14,35,24,73,26,60,23,23,16,51,18,9,20,23,14,15,12,525,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,9,Female,Yes,NY,26
721,722,32,9,56,39,35,46,12,52,10,15,14,16,36,45,36,7,25,22,6,513,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,12,Female,Yes,LA,23
722,723,24,21,14,29,29,51,13,72,25,21,8,53,12,6,10,20,9,11,9,437,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,LA,27
723,724,36,32,17,11,30,50,33,93,24,46,14,55,19,8,12,20,11,23,9,543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,CA,45
724,725,50,51,19,167,14,222,13,47,39,22,52,38,12,13,8,35,8,9,5,824,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,CT,31
725,726,10,12,8,11,11,42,7,20,8,9,10,21,8,5,6,9,4,6,6,213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,MO,35
726,727,26,14,9,13,13,37,18,100,16,41,16,33,15,7,24,14,9,9,9,423,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,TX,36
727,728,39,30,31,32,64,106,32,104,50,62,34,55,42,13,16,41,49,23,19,842,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,15,Female,No,NY,44
728,729,96,51,99,25,47,94,31,46,127,29,63,42,25,14,25,53,14,19,15,915,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,12,Female,No,AL,55
729,730,36,49,13,52,32,60,25,86,22,34,54,50,12,7,15,20,9,14,9,599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,SC,53
730,731,19,14,8,10,13,45,18,31,15,21,14,36,11,5,7,15,5,10,8,305,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,AL,39
731,732,16,15,12,11,13,35,10,39,9,20,11,19,7,3,9,9,7,7,4,256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,GA,34
732,733,19,20,8,6,12,32,9,26,11,18,12,36,9,4,5,24,11,6,6,274,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Male,Yes,WI,36
733,734,17,10,9,9,15,25,10,19,21,18,11,33,24,5,5,15,7,8,5,266,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,18,Female,Yes,FL,34
